Order ID,Ship Date,Ship Mode
CA-2017-124828,7/4/2017,First Class
US-2017-117247,10/14/2017,Standard Class
CA-2016-124485,11/26/2016,First Class
CA-2016-159212,11/5/2016,Standard Class
US-2016-161396,4/25/2016,Standard Class
US-2014-118486,4/8/2014,First Class
CA-2016-130407,9/6/2016,Standard Class
US-2016-122245,9/30/2016,Standard Class
CA-2017-105144,11/11/2017,Standard Class
CA-2016-136329,7/13/2016,Standard Class
CA-2014-146640,7/5/2014,Standard Class
CA-2017-115994,1/31/2017,Second Class
CA-2015-126697,9/24/2015,First Class
CA-2015-124800,9/30/2015,Standard Class
US-2015-164448,11/4/2015,Second Class
CA-2017-122700,11/30/2017,Standard Class
CA-2014-120768,12/21/2014,Second Class
US-2016-153129,12/30/2016,Standard Class
CA-2017-106852,6/27/2017,Standard Class
CA-2015-139731,10/15/2015,Same Day
CA-2017-122735,4/15/2017,Second Class
CA-2017-128160,12/24/2017,Second Class
CA-2017-117695,8/8/2017,First Class
CA-2015-166135,10/6/2015,Standard Class
CA-2016-133725,5/28/2016,Standard Class
CA-2017-102337,6/16/2017,First Class
US-2014-112564,4/24/2014,First Class
CA-2015-145821,5/7/2015,Standard Class
US-2015-160150,7/20/2015,First Class
CA-2016-133711,11/29/2016,First Class
CA-2017-148474,6/19/2017,Standard Class
CA-2015-111297,8/21/2015,Standard Class
CA-2016-123722,10/1/2016,Standard Class
CA-2014-155271,5/4/2014,Same Day
CA-2015-119907,12/8/2015,Standard Class
US-2016-128902,3/15/2016,Standard Class
CA-2016-152289,8/28/2016,First Class
US-2016-104794,12/19/2016,First Class
CA-2014-151708,8/14/2014,Standard Class
CA-2015-100769,5/16/2015,Same Day
CA-2017-139199,12/13/2017,Standard Class
US-2015-161466,9/27/2015,Second Class
CA-2017-164959,7/15/2017,Standard Class
US-2015-105676,12/2/2015,Same Day
CA-2016-113138,11/25/2016,Standard Class
US-2017-104955,3/24/2017,Standard Class
CA-2016-121958,11/17/2016,Standard Class
CA-2017-121468,11/20/2017,First Class
US-2016-108455,12/8/2016,Standard Class
CA-2017-101210,8/28/2017,Second Class
US-2016-108098,10/18/2016,Standard Class
CA-2014-119032,12/3/2014,Standard Class
CA-2015-140410,11/7/2015,Standard Class
CA-2014-136280,12/6/2014,Standard Class
CA-2017-151911,5/5/2017,Second Class
CA-2017-166436,11/28/2017,Standard Class
CA-2017-139661,11/3/2017,Standard Class
CA-2014-123925,12/19/2014,Second Class
CA-2017-152485,9/8/2017,Standard Class
CA-2016-141586,10/20/2016,First Class
CA-2017-130386,11/18/2017,Standard Class
CA-2016-100468,12/1/2016,Standard Class
CA-2015-153388,8/7/2015,Standard Class
CA-2017-154935,12/29/2017,Standard Class
CA-2016-134208,9/23/2016,Standard Class
CA-2017-108294,12/10/2017,Same Day
CA-2017-103611,9/15/2017,First Class
CA-2017-100384,7/1/2017,Standard Class
CA-2017-112809,8/22/2017,Standard Class
US-2017-160759,12/17/2017,Standard Class
CA-2017-148446,12/14/2017,Second Class
CA-2014-111059,2/6/2014,Second Class
CA-2017-116204,2/14/2017,Second Class
CA-2017-109946,4/21/2017,Standard Class
CA-2015-144806,12/11/2015,Standard Class
CA-2016-122392,7/27/2016,Standard Class
CA-2015-148432,11/10/2015,Second Class
CA-2015-103793,3/31/2015,Standard Class
CA-2017-159884,9/5/2017,Standard Class
CA-2016-139885,12/8/2016,Standard Class
CA-2017-124086,2/14/2017,Standard Class
CA-2016-112389,11/2/2016,Standard Class
CA-2017-121888,9/17/2017,Second Class
CA-2014-166884,3/16/2014,Second Class
CA-2014-107181,2/8/2014,Standard Class
CA-2014-150245,1/4/2015,Second Class
CA-2015-111395,11/27/2015,Standard Class
CA-2014-134278,7/8/2014,First Class
US-2017-124926,11/18/2017,Second Class
CA-2016-159345,6/22/2016,Standard Class
CA-2014-130274,5/5/2014,First Class
CA-2017-158386,10/21/2017,Standard Class
CA-2015-111507,2/13/2015,Standard Class
CA-2017-120761,9/8/2017,Standard Class
CA-2016-109176,5/15/2016,Standard Class
CA-2015-112116,3/18/2015,Second Class
CA-2016-126809,4/13/2016,Standard Class
CA-2014-105172,4/9/2014,Standard Class
CA-2017-107293,9/6/2017,First Class
US-2017-102890,6/30/2017,Same Day
CA-2015-158554,11/9/2015,Same Day
CA-2014-116239,3/4/2014,Same Day
CA-2015-132101,3/25/2015,Standard Class
CA-2015-129112,11/30/2015,First Class
US-2017-152002,6/11/2017,Same Day
CA-2017-165029,11/30/2017,Standard Class
US-2014-157385,11/25/2014,First Class
CA-2014-101602,12/18/2014,First Class
CA-2016-109057,4/27/2016,Standard Class
CA-2016-154403,5/27/2016,Standard Class
CA-2016-102456,3/1/2016,First Class
CA-2015-131338,8/12/2015,First Class
CA-2016-109911,5/16/2016,Standard Class
US-2016-132423,4/19/2016,Standard Class
CA-2015-122826,6/25/2015,Second Class
CA-2014-117317,10/19/2014,Same Day
CA-2015-118423,3/27/2015,First Class
CA-2017-149181,5/12/2017,Standard Class
CA-2017-132234,10/18/2017,First Class
CA-2017-158876,11/21/2017,Second Class
CA-2016-164672,5/13/2016,Second Class
US-2016-132857,12/17/2016,Standard Class
CA-2017-116645,12/4/2017,Standard Class
US-2016-115819,4/24/2016,Second Class
CA-2014-156349,5/30/2014,Standard Class
CA-2017-138380,12/25/2017,Standard Class
US-2016-113509,3/19/2016,Standard Class
CA-2015-130022,8/16/2015,Standard Class
US-2016-118780,9/14/2016,Second Class
CA-2017-108560,7/15/2017,Standard Class
CA-2015-157084,12/24/2015,Standard Class
CA-2015-164539,11/22/2015,Standard Class
CA-2015-143119,9/30/2015,Standard Class
CA-2017-101049,6/25/2017,Second Class
CA-2016-106530,5/8/2016,Same Day
CA-2014-168984,12/2/2014,Standard Class
CA-2016-157266,6/1/2016,Standard Class
US-2014-134712,12/4/2014,Standard Class
CA-2015-111829,3/20/2015,First Class
CA-2015-105221,11/3/2015,First Class
CA-2015-120341,9/29/2015,Second Class
CA-2014-135699,8/29/2014,Same Day
US-2017-132444,11/21/2017,First Class
CA-2014-127159,5/15/2014,First Class
CA-2017-161809,1/26/2017,Standard Class
CA-2017-127285,11/6/2017,Standard Class
CA-2017-144526,5/6/2017,Standard Class
CA-2016-128531,11/26/2016,Second Class
US-2015-157154,1/15/2015,Standard Class
CA-2017-159457,10/26/2017,Standard Class
CA-2016-107615,3/25/2016,First Class
CA-2017-111647,7/7/2017,Standard Class
CA-2015-150560,12/12/2015,First Class
CA-2015-143077,9/21/2015,Standard Class
CA-2016-122728,5/24/2016,Standard Class
CA-2014-122882,9/13/2014,Standard Class
US-2016-101497,10/1/2016,Second Class
CA-2016-147585,11/12/2016,Standard Class
CA-2017-149489,4/27/2017,First Class
CA-2017-143798,12/12/2017,First Class
CA-2014-142839,8/20/2014,Standard Class
CA-2017-129833,12/15/2017,Standard Class
US-2016-154361,3/19/2016,Standard Class
US-2016-158708,6/29/2016,Second Class
CA-2015-156335,9/28/2015,Second Class
CA-2015-148376,12/31/2015,Standard Class
CA-2014-135657,6/7/2014,Second Class
CA-2015-114069,7/15/2015,Second Class
CA-2014-139857,2/6/2014,Standard Class
CA-2016-106306,3/8/2016,Same Day
CA-2015-100545,11/26/2015,Standard Class
CA-2017-123491,11/5/2017,Standard Class
CA-2015-145401,2/4/2015,Standard Class
US-2017-124968,9/13/2017,Second Class
CA-2017-104003,10/13/2017,Standard Class
CA-2016-154788,5/4/2016,Standard Class
CA-2016-169943,5/24/2016,Standard Class
US-2015-123218,12/25/2015,Standard Class
CA-2015-127453,12/20/2015,First Class
US-2017-164056,5/4/2017,Second Class
CA-2016-106894,2/7/2016,Same Day
CA-2014-125136,10/3/2014,Standard Class
US-2016-131149,7/14/2016,Standard Class
CA-2017-101483,8/1/2017,Second Class
CA-2015-130204,9/9/2015,Standard Class
CA-2014-110527,8/16/2014,Standard Class
CA-2017-152807,11/3/2017,Standard Class
CA-2014-133270,6/9/2014,First Class
CA-2016-155670,8/17/2016,Second Class
US-2014-157406,4/29/2014,Standard Class
CA-2015-139094,11/27/2015,Standard Class
CA-2017-168837,10/17/2017,First Class
CA-2017-116715,12/5/2017,First Class
CA-2015-135622,12/11/2015,Second Class
US-2015-107349,7/15/2015,First Class
CA-2014-139017,5/17/2014,Standard Class
CA-2014-141817,1/12/2014,Standard Class
CA-2015-130785,9/9/2015,Standard Class
CA-2016-110254,8/8/2016,Standard Class
US-2014-158057,3/26/2014,Standard Class
CA-2017-146024,3/8/2017,Standard Class
CA-2016-129686,11/29/2016,Second Class
CA-2014-118976,5/3/2014,Standard Class
CA-2015-105347,11/28/2015,Standard Class
CA-2016-124667,11/16/2016,Standard Class
CA-2015-111094,7/13/2015,Standard Class
CA-2017-166317,9/26/2017,Standard Class
CA-2015-154326,2/19/2015,Standard Class
CA-2014-102008,10/4/2014,Standard Class
CA-2014-120474,12/3/2014,First Class
CA-2014-104773,12/13/2014,Standard Class
CA-2016-140774,9/10/2016,Standard Class
US-2017-139465,8/30/2017,First Class
CA-2016-100965,7/11/2016,Standard Class
CA-2016-121034,8/10/2016,Second Class
CA-2016-149461,11/19/2016,Standard Class
CA-2017-158379,9/26/2017,Second Class
US-2016-116729,12/28/2016,First Class
CA-2016-164938,2/13/2016,First Class
CA-2016-165484,10/29/2016,Standard Class
CA-2014-132612,6/11/2014,Second Class
US-2017-161193,11/26/2017,Standard Class
CA-2015-131597,9/18/2015,Standard Class
CA-2015-164833,6/4/2015,Same Day
CA-2015-125423,12/15/2015,Second Class
US-2014-130379,5/29/2014,Standard Class
CA-2016-168956,2/20/2016,Standard Class
CA-2016-167507,12/28/2016,Standard Class
CA-2016-109344,2/11/2016,Second Class
US-2015-140851,7/15/2015,Second Class
CA-2014-103373,5/24/2014,Standard Class
CA-2017-145884,10/21/2017,Same Day
CA-2015-131422,11/9/2015,Standard Class
CA-2017-162691,8/7/2017,Standard Class
CA-2014-141278,6/24/2014,First Class
CA-2017-122693,2/21/2017,Second Class
CA-2014-117345,8/5/2014,Standard Class
CA-2016-157763,7/23/2016,Standard Class
CA-2015-135391,2/11/2015,Second Class
US-2017-113852,8/2/2017,Standard Class
US-2017-158512,1/17/2017,Second Class
CA-2017-128370,9/10/2017,Same Day
CA-2015-160472,7/25/2015,Second Class
CA-2014-114643,6/17/2014,Standard Class
US-2017-158218,5/15/2017,Second Class
CA-2015-121608,9/5/2015,First Class
US-2017-121251,3/27/2017,First Class
CA-2014-151078,11/12/2014,Same Day
US-2016-100839,10/17/2016,Standard Class
US-2017-116659,11/12/2017,Same Day
CA-2017-118857,4/18/2017,First Class
CA-2015-127110,7/1/2015,Standard Class
CA-2016-148201,8/29/2016,Second Class
CA-2014-116932,7/25/2014,Standard Class
CA-2017-142888,11/25/2017,Standard Class
CA-2014-147914,6/9/2014,Standard Class
US-2016-112977,3/16/2016,Standard Class
CA-2017-112039,3/29/2017,Standard Class
CA-2017-118885,1/2/2018,Standard Class
US-2017-166611,4/2/2017,Standard Class
CA-2015-109512,3/5/2015,Same Day
CA-2016-118570,11/17/2016,Standard Class
CA-2017-154718,1/23/2017,Second Class
CA-2016-147578,4/26/2016,Second Class
CA-2014-140165,5/15/2014,First Class
CA-2014-142587,10/22/2014,First Class
CA-2014-157623,3/18/2014,Standard Class
CA-2017-145310,12/24/2017,Second Class
CA-2016-100083,11/29/2016,Standard Class
US-2017-108063,12/5/2017,First Class
CA-2015-109197,1/4/2016,Standard Class
CA-2017-141789,10/6/2017,First Class
CA-2014-169775,9/2/2014,Second Class
CA-2016-140543,7/3/2016,Second Class
CA-2016-151141,8/23/2016,First Class
CA-2017-167094,10/22/2017,First Class
CA-2017-154410,10/24/2017,First Class
US-2016-150567,5/21/2016,Standard Class
CA-2015-157959,2/4/2015,First Class
CA-2017-105886,12/23/2017,Standard Class
CA-2016-105963,11/22/2016,Standard Class
CA-2017-121503,7/6/2017,Second Class
CA-2014-103366,1/17/2014,First Class
CA-2017-124597,5/5/2017,Standard Class
CA-2015-105634,11/14/2015,Standard Class
CA-2015-123673,11/1/2015,Second Class
US-2017-111423,8/19/2017,First Class
CA-2015-125178,10/9/2015,Standard Class
CA-2016-156685,7/10/2016,Second Class
CA-2017-126865,12/7/2017,Second Class
CA-2017-102834,3/13/2017,Standard Class
US-2016-139710,6/15/2016,Standard Class
CA-2017-121538,12/1/2017,First Class
US-2017-101539,3/18/2017,Second Class
CA-2016-152121,11/29/2016,Second Class
CA-2017-161200,8/10/2017,Second Class
CA-2017-101245,12/3/2017,Standard Class
CA-2015-141768,5/27/2015,Second Class
CA-2016-112109,7/12/2016,Standard Class
CA-2017-144064,9/1/2017,First Class
CA-2016-108581,6/26/2016,Standard Class
CA-2017-157987,9/6/2017,Standard Class
CA-2017-110905,9/15/2017,Second Class
CA-2017-165841,12/28/2017,Standard Class
CA-2017-117485,9/29/2017,Standard Class
CA-2017-140242,5/11/2017,Standard Class
CA-2014-148950,12/19/2014,Standard Class
CA-2014-110408,10/20/2014,Second Class
CA-2015-109939,5/12/2015,Standard Class
CA-2016-112669,4/14/2016,Same Day
CA-2015-119592,12/16/2015,Second Class
CA-2014-122749,12/9/2014,Standard Class
CA-2014-164721,11/27/2014,Second Class
CA-2016-147417,7/27/2016,First Class
CA-2015-127509,11/13/2015,Standard Class
CA-2017-111374,2/28/2017,Standard Class
CA-2017-133648,7/2/2017,Standard Class
US-2017-147221,12/4/2017,Second Class
CA-2014-131905,2/9/2014,First Class
CA-2017-166128,4/18/2017,Standard Class
CA-2017-163510,12/28/2017,Second Class
US-2017-143028,4/18/2017,Standard Class
CA-2014-111150,1/4/2015,Standard Class
CA-2017-165386,8/4/2017,First Class
CA-2014-116407,11/21/2014,Standard Class
CA-2015-155761,12/11/2015,Same Day
CA-2016-145905,9/23/2016,Standard Class
CA-2015-113110,3/23/2015,Standard Class
CA-2016-168354,9/21/2016,First Class
US-2017-111241,8/22/2017,Second Class
CA-2015-114237,3/15/2015,First Class
CA-2016-113516,9/10/2016,Second Class
CA-2015-117961,11/30/2015,Standard Class
CA-2016-128923,12/13/2016,Standard Class
CA-2017-162481,9/29/2017,Standard Class
CA-2015-119214,1/27/2015,Standard Class
CA-2015-122287,6/23/2015,Standard Class
CA-2015-104493,10/8/2015,Standard Class
US-2017-158946,11/23/2017,Standard Class
CA-2014-129168,8/23/2014,Standard Class
CA-2016-131835,7/21/2016,Standard Class
CA-2015-142237,7/13/2015,First Class
CA-2016-136434,12/7/2016,Standard Class
CA-2017-120376,12/25/2017,First Class
CA-2014-106439,11/4/2014,Standard Class
CA-2015-133452,4/19/2015,Standard Class
CA-2016-146521,7/23/2016,Second Class
US-2017-110996,11/25/2017,Standard Class
CA-2016-129693,12/2/2016,Standard Class
CA-2017-122504,11/12/2017,Second Class
CA-2014-131051,12/5/2014,Standard Class
CA-2017-140676,9/15/2017,First Class
CA-2015-120103,12/29/2015,Standard Class
CA-2017-104647,3/1/2017,Standard Class
CA-2014-110352,11/29/2014,Standard Class
CA-2016-140501,6/28/2016,Standard Class
CA-2015-139290,10/30/2015,Standard Class
CA-2017-166142,7/19/2017,Standard Class
CA-2014-145926,11/21/2014,Standard Class
CA-2015-149678,4/15/2015,Second Class
US-2015-164357,11/29/2015,Standard Class
US-2016-146570,5/20/2016,Standard Class
CA-2017-124401,9/12/2017,Standard Class
US-2014-140116,3/17/2014,Standard Class
CA-2014-123295,7/18/2014,Same Day
CA-2017-167101,3/28/2017,Second Class
US-2014-167633,10/5/2014,Standard Class
US-2014-152723,9/26/2014,Same Day
CA-2015-164882,10/31/2015,Same Day
CA-2015-159786,10/17/2015,Second Class
CA-2016-130267,9/23/2016,Standard Class
CA-2017-155460,4/15/2017,First Class
US-2017-168690,1/13/2017,Standard Class
CA-2017-158246,11/11/2017,First Class
CA-2017-167381,9/24/2017,Second Class
CA-2017-144862,12/5/2017,Standard Class
CA-2014-126032,6/28/2014,Standard Class
CA-2015-134859,10/9/2015,Standard Class
US-2014-114188,5/22/2014,Second Class
CA-2015-156524,11/26/2015,Standard Class
CA-2015-122210,12/4/2015,Standard Class
CA-2015-156377,1/5/2016,Standard Class
US-2017-157896,11/16/2017,Same Day
CA-2014-159520,6/11/2014,Standard Class
CA-2016-155481,9/5/2016,Standard Class
US-2016-152051,6/29/2016,Standard Class
CA-2014-141607,12/17/2014,Standard Class
CA-2017-102771,4/5/2017,Standard Class
US-2017-139969,11/26/2017,Standard Class
CA-2014-167360,11/29/2014,Second Class
CA-2015-123505,11/26/2015,Standard Class
CA-2016-117282,7/18/2016,Standard Class
US-2016-120460,5/5/2016,Standard Class
CA-2016-111115,7/27/2016,Second Class
CA-2014-124646,6/24/2014,First Class
CA-2017-148166,10/26/2017,Standard Class
CA-2016-159737,9/9/2016,Standard Class
CA-2016-141019,5/14/2016,Same Day
CA-2016-101938,1/12/2016,Standard Class
CA-2017-166296,3/19/2017,Standard Class
CA-2016-154018,10/19/2016,Standard Class
CA-2017-117870,1/30/2017,Second Class
US-2017-137491,11/25/2017,Standard Class
CA-2014-152296,8/3/2014,First Class
CA-2016-112025,8/4/2016,Standard Class
CA-2015-132507,8/3/2015,Second Class
CA-2016-125738,10/21/2016,Standard Class
CA-2016-128818,5/11/2016,Standard Class
CA-2017-124576,8/4/2017,Second Class
CA-2016-101378,7/14/2016,Same Day
CA-2017-143063,8/15/2017,Standard Class
CA-2016-118913,6/29/2016,Standard Class
CA-2016-128412,12/17/2016,Standard Class
CA-2016-136483,12/6/2016,Standard Class
CA-2014-163013,12/4/2014,Standard Class
CA-2015-135363,4/2/2015,Standard Class
US-2014-165659,6/6/2014,Standard Class
CA-2015-138002,9/12/2015,Standard Class
CA-2015-128860,7/5/2015,Standard Class
CA-2016-164350,9/12/2016,Second Class
US-2014-103905,7/20/2014,Standard Class
CA-2015-129854,8/26/2015,Standard Class
CA-2014-125556,11/16/2014,Second Class
CA-2016-162313,11/30/2016,First Class
CA-2017-107874,11/25/2017,Standard Class
CA-2017-129378,10/2/2017,First Class
CA-2014-151953,9/25/2014,Standard Class
CA-2017-130841,8/1/2017,Standard Class
CA-2015-131884,12/6/2015,Same Day
CA-2017-121909,8/5/2017,Standard Class
CA-2016-106383,3/21/2016,Second Class
CA-2017-130771,8/3/2017,Standard Class
CA-2016-139157,10/5/2016,Standard Class
CA-2014-128055,4/5/2014,Standard Class
CA-2017-157091,7/1/2017,Standard Class
CA-2017-132122,7/14/2017,Standard Class
CA-2015-123232,12/16/2015,Second Class
CA-2017-104066,12/10/2017,Standard Class
CA-2015-145849,9/17/2015,Second Class
CA-2016-122322,7/21/2016,Standard Class
CA-2017-166849,4/26/2017,Standard Class
CA-2016-146633,11/17/2016,Second Class
US-2016-126893,12/1/2016,Standard Class
CA-2017-103380,11/25/2017,Standard Class
CA-2015-116092,2/18/2015,Second Class
CA-2016-117849,4/17/2016,Second Class
CA-2015-169201,10/1/2015,First Class
CA-2016-164091,9/22/2016,Standard Class
CA-2017-105214,6/19/2017,First Class
CA-2015-117611,11/10/2015,Second Class
US-2015-137960,12/18/2015,Same Day
CA-2017-122994,2/9/2017,First Class
CA-2016-131065,11/16/2016,Second Class
CA-2017-149146,10/12/2017,Same Day
CA-2017-137470,9/17/2017,Same Day
CA-2017-105480,12/26/2017,Standard Class
CA-2017-164917,12/7/2017,Standard Class
CA-2015-102036,9/27/2015,Standard Class
CA-2015-142944,3/11/2015,Standard Class
CA-2014-157882,10/8/2014,Second Class
CA-2014-104283,7/1/2014,Standard Class
CA-2017-142622,11/2/2017,First Class
CA-2016-132143,9/5/2016,First Class
CA-2015-153108,3/9/2015,Standard Class
CA-2016-112676,5/8/2016,First Class
CA-2017-165687,11/23/2017,Standard Class
US-2017-112928,6/5/2017,Second Class
CA-2017-143343,6/13/2017,First Class
CA-2017-115154,1/11/2017,First Class
CA-2015-149342,4/25/2015,Standard Class
CA-2015-130995,11/6/2015,Standard Class
